City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
145,Portland,US,45.5234,-122.6762,51.62,92,36,1.99,scattered clouds
146,Kruisfontein,ZA,-34.0033,24.7314,52.88,95,11,5.95,few clouds
147,Dubai,AE,25.2582,55.3047,89.22,42,0,6.91,clear sky
148,Arraial Do Cabo,BR,-22.9661,-42.0278,70.2,90,69,22.01,broken clouds
149,Constantine,DZ,36.365,6.6147,59.0,86,69,3.11,broken clouds
150,Kavaratti,IN,10.5669,72.642,82.33,71,98,1.61,overcast clouds
151,Hanzhong,CN,33.0728,107.0303,56.86,95,100,1.01,light rain
152,Pisco,PE,-13.7,-76.2167,62.02,89,57,4.25,broken clouds
153,Paamiut,GL,61.994,-49.6678,36.61,56,99,10.49,overcast clouds
154,Batemans Bay,AU,-35.7167,150.1833,80.2,56,31,10.67,scattered clouds
155,Alofi,NU,-19.0595,-169.9187,77.5,79,100,14.16,light rain
156,Mucurici,BR,-18.0933,-40.5158,69.67,94,42,4.56,scattered clouds
157,Tete,MZ,-16.1564,33.5867,72.84,76,6,7.85,clear sky
158,Sur,OM,22.5667,59.5289,83.73,61,3,0.54,clear sky
159,Tucuman,AR,-26.8241,-65.2226,63.28,47,98,2.95,overcast clouds
160,Husavik,IS,66.0449,-17.3389,35.44,81,57,8.52,broken clouds
161,Okhotsk,RU,59.3833,143.3,34.02,61,4,15.28,clear sky
162,Mount Gambier,AU,-37.8333,140.7667,57.11,62,90,12.66,overcast clouds
163,Dillon,US,34.4166,-79.3712,76.24,79,100,7.96,overcast clouds
164,San Quintin,MX,30.4833,-115.95,67.42,82,100,9.42,overcast clouds
165,Clarence Town,AU,-32.5833,151.7833,88.34,20,99,14.41,overcast clouds
166,Cabo San Lucas,MX,22.8909,-109.9124,86.5,66,0,7.47,clear sky
167,Shingu,JP,33.7333,135.9833,77.07,76,63,4.21,broken clouds
168,Hasaki,JP,35.7333,140.8333,75.29,68,98,10.67,overcast clouds
169,Pemagatsel,BT,27.0319,91.4266,73.09,60,12,4.14,few clouds
170,Chuy,UY,-33.6971,-53.4616,47.3,72,12,9.95,few clouds
171,Marsa Matruh,EG,31.3525,27.2453,69.4,68,0,11.52,clear sky
172,Lichuan,CN,30.3,108.85,66.27,66,96,4.97,overcast clouds
173,Hovd,MN,48.0056,91.6419,42.24,14,0,7.72,clear sky
174,Vila Franca Do Campo,PT,37.7167,-25.4333,75.2,93,100,9.28,overcast clouds
175,Kargopol,RU,61.5071,38.9456,41.09,85,0,9.91,clear sky
176,Koslan,RU,63.4564,48.8989,39.58,92,32,9.17,scattered clouds
177,Requena,ES,39.4883,-1.1004,56.37,77,18,2.64,few clouds
178,Clyde River,CA,70.4692,-68.5914,33.75,98,100,4.32,overcast clouds
179,Fort Beaufort,ZA,-32.7748,26.6338,53.6,85,9,3.06,clear sky
180,Nantucket,US,41.2835,-70.0995,61.97,89,1,0.0,clear sky
181,Verkhoyansk,RU,67.5447,133.385,35.82,40,100,17.69,overcast clouds
182,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.89,53,100,7.74,overcast clouds
183,Marrakesh,MA,31.6315,-8.0083,69.87,52,0,3.44,clear sky
184,Gravdal,NO,68.1214,13.5031,44.4,72,100,22.88,overcast clouds
185,Lompoc,US,34.6391,-120.4579,62.56,84,75,4.61,broken clouds
186,Mar Del Plata,AR,-38.0023,-57.5575,48.0,73,75,1.99,broken clouds
187,Harper,LR,4.375,-7.7169,76.96,88,77,5.68,light rain
188,Shaunavon,CA,49.6501,-108.4181,59.95,33,100,14.76,overcast clouds
189,Barrow,US,71.2906,-156.7887,33.82,86,90,6.91,light snow
190,Vardo,NO,70.3705,31.1107,43.0,70,100,10.56,overcast clouds
191,Jacobina,BR,-11.1806,-40.5183,66.51,92,25,4.45,scattered clouds
192,Belmonte,BR,-15.8631,-38.8828,75.7,84,1,2.86,clear sky
193,Buta,CD,2.7858,24.73,68.0,99,69,0.81,broken clouds
194,Ajra,IN,16.1167,74.2,74.41,84,100,5.17,overcast clouds
195,Concordia,AR,-31.393,-58.0209,53.78,65,23,8.99,few clouds
196,Porbandar,IN,21.6422,69.6093,85.19,71,91,7.18,overcast clouds
197,Kawalu,ID,-7.3817,108.2082,84.07,57,62,4.41,broken clouds
198,Ishigaki,JP,24.3448,124.1572,82.4,81,99,13.0,overcast clouds
199,Leningradskiy,RU,69.3833,178.4167,27.39,98,100,3.78,light snow
200,Nazare,BR,-13.035,-39.0144,68.76,97,19,2.26,few clouds
201,Brae,GB,60.3964,-1.353,49.91,88,100,19.48,overcast clouds
202,Monte Patria,CL,-30.6919,-70.9467,61.59,50,19,1.61,few clouds
203,Omboue,GA,-1.5746,9.2618,74.62,86,100,3.94,light rain
204,Hobyo,SO,5.3505,48.5268,79.57,75,50,20.33,scattered clouds
205,Sovetskiy,RU,61.3614,63.5842,42.24,75,84,8.59,broken clouds
206,Kargasok,RU,59.0556,80.8572,38.8,83,100,12.53,overcast clouds
207,Saint-Pierre,RE,-21.3393,55.4781,73.29,77,75,4.61,light rain
208,Kodiak,US,57.79,-152.4072,45.75,77,30,14.63,scattered clouds
209,Sakakah,SA,29.9697,40.2064,70.97,27,0,6.24,clear sky
210,Tshela,CD,-4.9833,12.9333,73.58,86,100,1.92,overcast clouds
211,Diveyevo,RU,55.0433,43.2418,34.36,78,16,3.62,few clouds
212,Naryan-Mar,RU,67.6713,53.087,44.98,80,100,20.85,overcast clouds
213,Coffs Harbour,AU,-30.3,153.1333,81.14,51,100,12.66,overcast clouds
214,Boden,SE,65.8252,21.6886,50.0,98,100,2.15,overcast clouds
215,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,84,90,6.91,overcast clouds
216,Ostrovnoy,RU,68.0531,39.5131,46.6,89,100,18.68,overcast clouds
217,Santiago Del Estero,AR,-27.7951,-64.2615,62.8,39,92,9.31,overcast clouds
218,Praya,CV,14.9215,-23.5087,79.34,83,75,6.91,broken clouds
219,Umm Lajj,SA,25.0213,37.2685,80.55,48,0,10.6,clear sky
220,San Cristobal,VE,7.7669,-72.225,71.78,94,93,3.18,overcast clouds
221,Newtownards,GB,54.5924,-5.6909,61.63,94,75,4.0,broken clouds
222,Pacific Grove,US,36.6177,-121.9166,61.25,75,93,1.99,overcast clouds
223,Magadan,RU,59.5667,150.8,32.34,41,4,2.95,clear sky
224,Saint-Joseph,RE,-21.3667,55.6167,72.21,76,31,5.55,scattered clouds
225,Talakan,RU,50.3167,130.3667,47.93,47,100,8.46,overcast clouds
226,Port Augusta,AU,-32.5,137.7667,70.7,32,18,15.14,few clouds
227,Saint-Philippe,RE,-21.3585,55.7679,73.22,76,18,6.44,few clouds
228,Nemuro,JP,43.3236,145.575,54.18,56,90,6.73,overcast clouds
229,Sao Jose Da Laje,BR,-9.0097,-36.0583,71.56,89,89,5.66,overcast clouds
230,Port-Gentil,GA,-0.7193,8.7815,76.86,80,100,8.88,overcast clouds
231,Korla,CN,41.7597,86.1469,60.4,36,90,9.46,overcast clouds
232,Hearst,CA,49.6835,-83.6665,54.88,96,25,6.44,scattered clouds
233,Oranjestad,AW,12.524,-70.027,84.15,74,40,19.57,scattered clouds
234,Ziro,IN,27.6333,93.8333,69.37,66,36,1.5,scattered clouds
235,San Rafael,AR,-34.6177,-68.3301,47.82,37,0,7.29,clear sky
236,Pimentel,PE,-6.8367,-79.9342,63.55,88,39,12.17,scattered clouds
237,Lipin Bor,RU,60.2622,37.9763,42.13,82,7,12.06,clear sky
238,Kaka,TM,37.3482,59.6143,55.18,28,34,3.47,scattered clouds
239,Hithadhoo,MV,-0.6,73.0833,83.52,74,41,9.84,scattered clouds
240,Dingli,MT,35.8614,14.3822,70.81,73,20,9.22,few clouds
241,Sainte-Marie,RE,-20.8968,55.5496,73.78,73,0,3.44,clear sky
242,Mazara Del Vallo,IT,37.6641,12.588,68.0,55,38,23.42,scattered clouds
243,Matara,LK,5.9485,80.5353,83.62,76,52,9.57,broken clouds
244,Svetlogorsk,BY,52.6333,29.7333,34.05,63,0,7.43,clear sky
245,Alihe,CN,50.5667,123.7167,52.05,46,83,8.05,broken clouds
246,Sai Buri,TH,6.7013,101.6168,85.82,70,85,15.66,overcast clouds
247,Erzin,TR,36.9559,36.2,62.01,34,0,4.29,clear sky
248,Roebourne,AU,-20.7833,117.1333,85.32,33,16,14.92,few clouds
249,Henties Bay,NA,-22.116,14.2845,54.86,88,68,2.75,broken clouds
250,Hami,CN,42.8,93.45,58.19,31,100,9.44,overcast clouds
251,Gigmoto,PH,13.7796,124.39,86.27,67,100,9.04,overcast clouds
252,Alice Springs,AU,-23.7,133.8833,80.15,41,1,14.97,clear sky
253,San Policarpo,PH,12.1791,125.5072,87.75,65,100,11.52,overcast clouds
254,Chuzhou,CN,32.3219,118.2978,69.93,87,100,13.02,overcast clouds
255,Poum,NC,-20.2333,164.0167,73.8,74,2,19.1,clear sky
256,Rocha,UY,-34.4833,-54.3333,46.65,67,36,11.27,scattered clouds
257,Polasara,IN,19.7,84.8167,86.04,72,52,2.21,broken clouds
258,Nouadhibou,MR,20.931,-17.0347,74.55,67,94,15.52,overcast clouds
259,Srikakulam,IN,18.3,83.9,85.86,70,21,2.26,few clouds
260,Launceston,AU,-41.45,147.1667,59.61,49,40,7.0,scattered clouds
261,Zwettl,AT,48.6,15.1667,47.62,91,100,6.89,light rain
262,Bingol,TR,38.8847,40.4939,47.08,61,0,6.58,clear sky
263,Stephenville,US,32.2207,-98.2023,69.24,58,1,0.0,clear sky
264,Lazaro Cardenas,MX,17.9583,-102.2,78.76,87,33,3.36,scattered clouds
265,Skjervoy,NO,70.0311,20.9714,39.2,76,100,13.35,overcast clouds
266,Arinos,BR,-15.9169,-46.1056,78.67,41,33,2.39,scattered clouds
267,Kurumkan,RU,54.3,110.3,41.27,49,80,3.33,broken clouds
268,Douala,CM,4.0483,9.7043,74.52,95,100,2.04,moderate rain
269,Matai,TZ,-8.3,31.5167,59.74,62,89,4.68,overcast clouds
270,Tianpeng,CN,30.9866,103.9393,63.93,84,100,2.86,overcast clouds
271,Udachnyy,RU,66.4167,112.4,33.73,86,100,15.75,overcast clouds
272,Willowmore,ZA,-33.2926,23.4895,50.67,96,57,8.25,broken clouds
273,Rio Grande,BR,-32.035,-52.0986,48.94,68,90,14.99,overcast clouds
274,Cururupu,BR,-1.8283,-44.8683,76.91,88,92,4.56,overcast clouds
275,Cairns,AU,-16.9167,145.7667,93.94,59,8,12.66,clear sky
276,Bantry,IE,51.6833,-9.45,60.28,98,100,13.44,overcast clouds
277,Adrar,MR,20.5022,-10.0711,84.07,25,48,1.39,scattered clouds
278,Lambarene,GA,-0.7001,10.2406,72.79,97,100,3.13,light rain
279,Teya,RU,60.3778,92.6267,33.98,96,100,8.72,overcast clouds
280,Narsaq,GL,60.9167,-46.05,33.12,51,37,8.21,scattered clouds
281,Porto Santo,PT,33.072,-16.3415,71.98,73,75,6.91,broken clouds
282,Nove Straseci,CZ,50.1527,13.9004,47.79,91,65,1.99,broken clouds
283,San Jeronimo,PE,-11.9472,-75.2829,52.02,76,92,3.47,light rain
284,Bengkulu,ID,-3.8004,102.2655,79.86,80,94,2.24,overcast clouds
285,Baruun-Urt,MN,46.6806,113.2792,51.37,37,95,12.64,overcast clouds
286,Saskylakh,RU,71.9167,114.0833,22.84,95,100,12.55,light snow
287,Port Hardy,CA,50.6996,-127.4199,45.7,84,14,5.97,few clouds
288,Rafsanjan,IR,30.4067,55.9939,74.19,19,3,7.16,clear sky
289,Mudgee,AU,-32.5943,149.5871,74.62,43,95,15.79,overcast clouds
290,Tomohon,ID,1.3346,124.8392,83.34,55,35,2.71,scattered clouds
291,Kologriv,RU,58.8275,44.3178,34.81,91,25,4.43,scattered clouds
292,Tiksi,RU,71.6872,128.8694,29.57,86,100,14.65,overcast clouds
293,Methoni,GR,36.8197,21.7049,70.21,75,87,10.33,overcast clouds
294,Bilibino,RU,68.0546,166.4372,7.68,93,44,1.57,scattered clouds
295,Beringovskiy,RU,63.05,179.3167,33.58,83,97,4.81,overcast clouds
296,Pathein,MM,16.7833,94.7333,87.42,71,99,9.78,overcast clouds
297,Upernavik,GL,72.7868,-56.1549,28.76,54,64,5.19,broken clouds
298,Falkensee,DE,52.5667,13.0833,50.49,82,4,1.5,clear sky
299,Suntar,RU,62.1444,117.6319,32.07,87,100,11.21,light snow
300,Pacifica,US,37.6138,-122.4869,60.93,82,75,1.01,broken clouds
301,Buraydah,SA,26.326,43.975,79.52,20,2,3.36,clear sky
302,Axim,GH,4.8699,-2.2405,75.69,93,100,2.93,light rain
303,Sisimiut,GL,66.9395,-53.6735,34.95,72,100,6.82,overcast clouds
304,Cumberland,US,35.0502,-78.8664,75.49,83,1,5.75,clear sky
305,Salym,RU,60.0625,71.4789,40.12,85,100,7.87,overcast clouds
306,Puerto Escondido,MX,15.85,-97.0667,80.13,83,31,4.36,scattered clouds
307,Ambilobe,MG,-13.2,49.05,75.52,63,73,2.77,broken clouds
308,Vytegra,RU,61.0064,36.4481,42.66,78,0,11.16,clear sky
309,Jerantut,MY,3.936,102.3626,91.38,50,67,1.52,broken clouds
310,Chilca,PE,-12.5211,-76.7372,61.09,89,100,6.46,overcast clouds
311,Sanand,IN,22.9833,72.3833,88.02,52,52,5.61,broken clouds
312,Arbuzynka,UA,47.9097,31.3196,37.98,45,0,13.31,clear sky
313,Lebu,CL,-37.6167,-73.65,49.39,79,0,13.71,clear sky
314,Fort Frances,CA,48.5999,-93.4003,61.05,68,0,6.26,clear sky
315,Birjand,IR,32.8663,59.2211,75.72,10,0,4.47,clear sky
316,Say,NE,13.1007,2.3689,82.13,58,100,7.94,overcast clouds
317,Great Yarmouth,GB,52.6083,1.7305,54.95,79,72,7.31,broken clouds
318,Dunedin,NZ,-45.8742,170.5036,58.8,76,33,11.99,scattered clouds
319,Hambantota,LK,6.1241,81.1185,82.74,94,20,11.5,few clouds
320,Kahului,US,20.8947,-156.47,77.85,77,14,10.0,few clouds
321,Yerbogachen,RU,61.2767,108.0108,31.8,92,100,13.47,snow
322,Boca Do Acre,BR,-8.7522,-67.3978,74.34,88,63,0.87,broken clouds
323,Puerto Rico,AR,-26.796,-55.024,62.83,94,74,2.62,broken clouds
324,Saint George,US,37.1041,-113.5841,71.64,47,1,1.01,clear sky
325,Maceio,BR,-9.6658,-35.7353,75.43,81,69,7.27,broken clouds
326,Arlit,NE,18.7369,7.3853,79.14,16,2,8.86,clear sky
327,Soe,ID,-9.8607,124.284,86.77,33,37,9.62,scattered clouds
328,Atasu,KZ,48.6814,71.6433,31.89,65,7,9.19,clear sky
329,San Patricio,US,28.017,-97.5169,80.44,59,0,7.65,clear sky
330,Kiruna,SE,67.8557,20.2251,40.12,100,90,5.75,light rain
331,Oussouye,SN,12.485,-16.5469,79.39,78,65,4.0,broken clouds
332,Greystones,IE,53.1408,-6.0631,64.94,96,84,14.97,broken clouds
333,Sitka,US,57.0531,-135.33,46.29,76,75,6.91,broken clouds
334,Ponta Do Sol,PT,32.6667,-17.1,70.43,76,99,3.56,overcast clouds
335,Airai,TL,-8.9266,125.4092,81.97,31,30,3.78,scattered clouds
336,Immokalee,US,26.4187,-81.4173,79.92,98,1,3.44,clear sky
337,Sri Aman,MY,1.2376,111.4621,91.27,53,90,4.41,light rain
338,Moses Lake,US,47.1301,-119.2781,52.18,61,1,5.75,clear sky
339,Maple Creek,CA,49.9168,-109.4848,57.02,36,100,10.8,overcast clouds
340,Vanimo,PG,-2.6741,141.3028,79.36,90,94,7.52,moderate rain
341,Kapoeta,SS,4.7717,33.5903,74.05,78,57,4.61,broken clouds
342,Fare,PF,-16.7,-151.0167,78.51,75,5,10.38,clear sky
343,Haukipudas,FI,65.1765,25.3523,53.65,89,100,20.27,overcast clouds
344,Poshekhonye,RU,58.4993,39.1353,38.8,89,14,6.06,few clouds
345,Khandyga,RU,62.6667,135.6,37.78,65,97,6.6,light rain
346,Porto Novo,BJ,6.4965,2.6036,76.51,90,100,2.77,overcast clouds
347,Carndonagh,IE,55.25,-7.2667,61.14,94,100,12.88,overcast clouds
348,Tayu,ID,-6.5397,111.0518,90.61,43,34,4.79,scattered clouds
